Name,cr_numeric,actual_hp,predicted_hp,hp_delta,hp_delta_pct,hp_delta_pct_percentile,hp_baseline,ac_baseline,attack_baseline,dpr_baseline,dc_baseline,highest_attack_bonus,highest_save_dc,estimated_dpr,feature_dpr,legendary_dpr,total_dpr,feature_ac,total_ac,feature_attack,total_attack,feature_hp,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,hp_after_phase2,hp_after_resist_immun_penalty,residual_hp,has_legendary_resistance_scaled,has_regeneration_scaled,has_flying,save_proficiency_count,resistance_count,immunity_count,vulnerability_count,legendary_actions_per_round,has_spellcasting,size_ordinal,size_ordinal_baseline,size_ordinal_deviation,feature_aggressive,feature_ambusher,feature_amorphous,feature_amphibious,feature_angelic_weapons,feature_antimagic_susceptibility,feature_avoidance,feature_blind_senses,feature_blood_frenzy,feature_breath_weapon,feature_brute,feature_charge,feature_charm,feature_constrict,feature_damage_absorption,feature_damage_transfer,feature_death_burst,feature_devils_sight,feature_dive_attack,feature_echolocation,feature_elemental_body,feature_enlarge,feature_etherealness,feature_false_appearance,feature_fey_ancestry,feature_fiendish_blessing,feature_flyby,feature_frightful_presence,feature_grapple,feature_grappler,feature_hold_breath,feature_horrifying_visage,feature_illumination,feature_immutable_form,feature_incorporeal_movement,feature_innate_spellcasting,feature_invisibility,feature_keen_senses,feature_labyrinthine_recall,feature_leadership,feature_legendary_resistance,feature_life_drain,feature_light_sensitivity,feature_magic_resistance,feature_magic_weapons,feature_martial_advantage,feature_mimicry,feature_nightmare_haunting,feature_nimble_escape,feature_otherworldly_perception,feature_pack_tactics,feature_parry,feature_possession,feature_pounce,feature_prone,feature_psychic_defense,feature_rampage,feature_read_thoughts,feature_reckless,feature_redirect_attack,feature_reel,feature_regeneration,feature_rejuvenation,feature_relentless,feature_shadow_stealth,feature_shapechange,feature_siege_monster,feature_slippery,feature_sneak_attack,feature_spell_immunity,feature_spellcasting,feature_spider_climb,feature_standing_leap,feature_steadfast,feature_stench,feature_sunlight_sensitivity,feature_superior_invisibility,feature_sure_footed,feature_surprise_attack,feature_swallow,feature_teleport,feature_terrain_camouflage,feature_threatening_reach,feature_tunneler,feature_turn_immunity,feature_turn_resistance,feature_two_heads,feature_web,feature_web_sense,feature_web_walker,feature_wounded_fury,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,cr_tier,Type,Size,Challenge_Rating,HP,AC,ac_value,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,inflicts_prone,has_grapple
Commoner,0.0,4,4.125,0.125,3.125,5.3097345132743365,4.5,10.0,2.0,2.0,10.0,2.0,0,2.5,0.0,0,2.5,0,10,0,2.0,0.0,0.0,0.0,0.5,0.0,4.125,4.125,-0.125,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (any race),Medium,0,4 (1d8),10,10,0,0,0,0,0
Giant Crab,0.125,13,6.375,-6.625,-50.96153846153846,57.52212389380531,13.5,11.0,3.0,3.0,11.0,3.0,11,4.5,0.0,0,4.5,0,15,0,3.0,0.0,4.0,0.0,1.5,0.0,6.375,6.375,6.625,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/8,13 (3d8),15 (Natural Armor),15,0,0,0,0,1
Diseased Giant Rat,0.125,7,9.70804103763596,2.70804103763596,38.68630053765657,46.902654867256636,13.5,11.0,3.0,3.0,11.0,4.0,10,4.5,0.0,0,4.5,0,12,1,5.0,0.0,1.0,2.0,1.5,-1.0,10.375,10.375,-3.375,0.0,0.0,0,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,beast,Small,1/8,7,12,12,0,0,0,0,0
Giant Rat,0.125,7,6.20804103763596,-0.7919589623640402,-11.31369946234343,16.371681415929203,13.5,11.0,3.0,3.0,11.0,4.0,0,4.5,0.0,0,4.5,0,12,1,5.0,0.0,1.0,2.0,1.5,0.0,6.875,6.875,0.125,0.0,0.0,0,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,beast,Small,1/8,7 (2d6),12,12,0,0,0,0,0
Poisonous Snake,0.125,2,6.416082075271919,4.416082075271919,220.80410376359595,89.82300884955751,13.5,11.0,3.0,3.0,11.0,5.0,10,6.0,0.0,0,6.0,0,13,0,5.0,0.0,2.0,2.0,3.0,-1.0,7.75,7.75,-5.75,0.0,0.0,0,0,0,0,0,0,0,0,2.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Tiny,1/8,2 (1d4),13,13,0,0,0,0,0
Stirge,0.125,2,1.7910820752719188,-0.20891792472808124,-10.445896236404062,14.15929203539823,13.5,11.0,3.0,3.0,11.0,5.0,0,5.5,0.0,0,5.5,0,14,0,5.0,0.0,3.0,2.0,2.5,0.0,3.125,3.125,-1.125,0.0,0.0,1,0,0,0,0,0,0,0,2.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Tiny,1/8,2 (1d4),14 (Natural Armor),14,0,0,0,0,0
Tribal Warrior,0.125,11,8.875,-2.125,-19.318181818181817,26.10619469026549,13.5,11.0,3.0,3.0,11.0,3.0,0,4.5,0.0,0,4.5,0,12,1,4.0,0.0,1.0,1.0,1.5,0.0,8.875,8.875,2.125,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,humanoid (any race),Medium,1/8,11 (2d8+2),12 (Hide Armor),12,0,0,0,0,0
Giant Weasel,0.125,9,4.625,-4.375,-48.61111111111111,54.86725663716814,13.5,11.0,3.0,3.0,11.0,5.0,0,5.5,0.0,0,5.5,0,13,0,5.0,0.0,2.0,2.0,2.5,0.0,4.625,4.625,4.375,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/8,9 (2d8),13,13,0,0,0,0,0
Merfolk,0.125,11,15.125,4.125,37.5,44.24778761061947,13.5,11.0,3.0,3.0,11.0,2.0,0,3.5,0.0,0,3.5,0,11,0,2.0,0.0,0.0,-1.0,0.5,0.0,15.125,15.125,-4.125,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (merfolk),Medium,1/8,11 (2d8+2),11,11,0,0,0,0,0
Pony,0.125,11,10.0,-1.0,-9.090909090909092,11.504424778761061,13.5,11.0,3.0,3.0,11.0,4.0,0,7.0,0.0,0,7.0,0,10,0,4.0,0.0,-1.0,1.0,4.0,0.0,10.0,10.0,1.0,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/8,11 (2d8+2),10,10,0,0,0,0,0
Mastiff,0.125,5,10.125,5.125,102.49999999999999,76.99115044247787,13.5,11.0,3.0,3.0,11.0,3.0,11,4.5,0.0,0,4.5,0,12,0,3.0,0.0,1.0,0.0,1.5,0.0,10.125,10.125,-5.125,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/8,5 (1d8+1),12,12,0,0,0,1,0
Cultist,0.125,9,9.000002101061607,2.1010616073624533e-06,2.3345128970693928e-05,1.7699115044247788,13.5,11.0,3.0,3.0,11.0,3.0,0,4.5,0.0,0,4.5,0,12,0,3.0,0.0,1.0,0.0,1.5,0.0,10.875,10.875,-1.875,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,cr1,humanoid (any race),Medium,1/8,9 (2d8),12 (Leather Armor),12,0,0,0,0,0
Bandit,0.125,11,10.125,-0.875,-7.954545454545454,10.619469026548673,13.5,11.0,3.0,3.0,11.0,3.0,0,5.5,0.0,0,5.5,0,12,0,3.0,0.0,1.0,0.0,2.5,0.0,10.125,10.125,0.875,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (any race),Medium,1/8,11 (2d8+2),12 (Leather Armor),12,0,0,0,0,0
Camel,0.125,15,13.54195896236404,-1.4580410376359598,-9.720273584239731,12.389380530973451,13.5,11.0,3.0,3.0,11.0,5.0,0,2.5,0.0,0,2.5,0,9,0,5.0,0.0,-2.0,2.0,-0.5,0.0,12.875,12.875,2.125,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/8,15 (2d10+4),9,9,0,0,0,0,0
Blood Hawk,0.125,7,6.20804103763596,-0.7919589623640402,-11.31369946234343,16.371681415929203,13.5,11.0,3.0,3.0,11.0,4.0,0,4.5,0.0,0,4.5,0,12,1,5.0,0.0,1.0,2.0,1.5,0.0,6.875,6.875,0.125,0.0,0.0,1,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,beast,Small,1/8,7 (2d6),12,12,0,0,0,0,0
Mule,0.125,11,15.125,4.125,37.5,44.24778761061947,13.5,11.0,3.0,3.0,11.0,2.0,0,4.5,0.0,0,4.5,0,10,0,2.0,0.0,-1.0,-1.0,1.5,0.0,15.125,15.125,-4.125,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Medium,1/8,11 (2d8+2),10,10,0,0,0,1,0
Kobold,0.125,5,7.20804103763596,2.20804103763596,44.1608207527192,50.442477876106196,13.5,11.0,3.0,3.0,11.0,4.0,0,4.5,0.0,0,4.5,0,12,1,5.0,0.0,1.0,2.0,1.5,0.0,7.875,7.875,-2.875,0.0,0.0,0,0,0,0,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,humanoid (kobold),Small,1/8,5 (2d6-2),12,12,0,1,0,0,0
Guard,0.125,11,4.125,-6.875,-62.5,62.83185840707964,13.5,11.0,3.0,3.0,11.0,3.0,0,5.5,0.0,0,5.5,0,16,0,3.0,0.0,5.0,0.0,2.5,0.0,4.125,4.125,6.875,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (any race),Medium,1/8,11 (2d8+2),"16 (Chain Shirt, Shield)",16,0,0,0,0,0
Noble,0.125,9,5.625,-3.375,-37.5,44.24778761061947,13.5,11.0,3.0,3.0,11.0,3.0,0,5.5,0.0,0,5.5,0,15,0,3.0,0.0,4.0,0.0,2.5,0.0,5.625,5.625,3.375,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (any race),Medium,1/8,9 (2d8),15 (Breastplate),15,0,0,0,0,0
Flying Snake,0.125,5,-1.6151679247280812,-6.615167924728081,-132.30335849456162,83.1858407079646,13.5,11.0,3.0,3.0,11.0,6.0,0,8.5,0.0,0,8.5,0,14,0,6.0,0.0,3.0,3.0,5.5,0.0,-1.125,-0.28125,5.28125,-0.0,-0.0,1,0,0,0,0,0,0,0,2.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Tiny,1/8,5 (2d4),14,14,0,0,0,0,0
Riding Horse,0.25,13,15.41695896236404,2.41695896236404,18.591992018184925,24.778761061946902,19.5,11.0,3.0,5.0,11.0,5.0,0,8.0,0.0,0,8.0,0,10,0,5.0,0.0,-1.0,2.0,3.0,0.0,14.75,14.75,-1.75,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/4,13 (2d10+2),10,10,0,0,0,0,0
Grimlock,0.25,11,13.25,2.25,20.454545454545457,29.20353982300885,19.5,11.0,3.0,5.0,11.0,5.0,0,8.0,0.0,0,8.0,0,11,0,5.0,0.0,0.0,2.0,3.0,0.0,13.25,13.25,-2.25,0.0,0.0,0,0,0,1,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,cr1,humanoid (grimlock),Medium,1/4,11 (2d8+2),11,11,0,0,0,0,0
Sprite,0.25,2,8.16608207527192,6.16608207527192,308.304103763596,93.80530973451327,19.5,11.0,3.0,5.0,11.0,6.0,10,1.0,0.0,0,1.0,3,18,0,6.0,0.0,7.0,3.0,-4.0,-1.0,9.5,9.5,-7.5,0.0,0.0,1,0,0,0,0,0,0,0,2.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,cr1,fey,Tiny,1/4,2 (1d4),15 (Leather Armor),15,0,0,0,0,0
Violet Fungus,0.25,18,27.5,9.5,52.77777777777778,59.29203539823009,19.5,11.0,3.0,5.0,11.0,2.0,0,9.0,0.0,0,9.0,0,5,0,2.0,0.0,-6.0,-1.0,4.0,0.0,27.5,27.5,-9.5,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,plant,Medium,1/4,18 (4d8),5,5,0,0,0,0,0
Wolf,0.25,11,10.25,-0.75,-6.8181818181818175,9.734513274336283,19.5,11.0,3.0,5.0,11.0,4.0,11,7.0,0.0,0,7.0,0,13,1,5.0,0.0,2.0,2.0,2.0,0.0,10.25,10.25,0.75,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,cr1,beast,Medium,1/4,11 (2d8+2),13 (Natural Armor),13,0,0,0,1,0
Drow,0.25,13,-0.044898932857909024,-13.044898932857908,-100.34537640659929,74.33628318584071,19.5,11.0,3.0,5.0,11.0,4.0,13,5.5,0.0,0,5.5,0,15,0,4.0,0.0,4.0,1.0,0.5,2.0,3.625,3.625,9.375,0.0,0.0,0,0,0,0,0,0,1,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,cr1,humanoid (elf),Medium,1/4,13 (3d8),15 (Chain Shirt),15,1,1,0,0,0
Acolyte,0.25,9,15.205101067142092,6.205101067142092,68.94556741268991,63.716814159292035,19.5,11.0,3.0,5.0,11.0,2.5,12,4.5,0.0,0,4.5,0,10,0,2.5,0.0,-1.0,-0.5,-0.5,1.0,18.875,18.875,-9.875,0.0,0.0,0,0,0,0,0,0,1,2,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,humanoid (any race),Medium,1/4,9 (2d8),10,10,0,0,0,0,0
Draft Horse,0.25,19,12.66695896236404,-6.33304103763596,-33.33179493492611,41.5929203539823,19.5,11.0,3.0,5.0,11.0,6.0,0,9.0,0.0,0,9.0,0,10,0,6.0,0.0,-1.0,3.0,4.0,0.0,12.0,12.0,7.0,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/4,19 (3d10+3),10,10,0,0,0,0,0
Giant Frog,0.25,18,11.006327927967135,-6.993672072032865,-38.85373373351592,47.78761061946903,19.5,11.0,3.0,5.0,11.0,3.0,11,4.5,3.333333333333333,0,7.833333333333333,0,11,0,3.0,0.0,0.0,0.0,2.833333333333333,0.0,16.625,16.625,1.375,0.0,0.0,0,0,0,0,0,0,0,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,cr1,beast,Medium,1/4,18 (4d8),11,11,0,0,0,1,1
Axe Beak,0.25,19,17.041958962364042,-1.958041037635958,-10.305479145452411,13.274336283185843,19.5,11.0,3.0,5.0,11.0,4.0,0,6.5,0.0,0,6.5,0,11,0,4.0,0.0,0.0,1.0,1.5,0.0,16.375,16.375,2.625,0.0,0.0,0,0,0,0,0,0,0,3,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cr1,beast,Large,1/4,19 (3d10+3),11,11,0,0,0,0,0
Dretch,0.25,18,13.48929103763596,-4.51070896236404,-25.05949423535578,33.6283185840708,19.5,11.0,3.0,5.0,11.0,2.0,11,8.5,0.0,0,8.5,0,11,0,2.0,0.0,0.0,-1.0,3.5,0.0,18.875,14.15625,3.84375,0.0,0.0,0,0,3,1,0,0,0,1,2.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,cr1,fiend (demon),Small,1/4,18 (4d6+4),11 (Natural Armor),11,0,0,0,0,0
