Name,CR,actual_hp,predicted_hp,hp_error,hp_error_pct,hp_baseline,feature_hp,feature_dpr,feature_ac,feature_attack,hp_after_phase2,hp_after_resist_immun_penalty,resist_immun_resistance_penalty,resist_immun_immunity_penalty,resist_immun_total_penalty,ac_deviation,attack_deviation,dpr_deviation,save_dc_deviation,has_advantage_condition,has_disadvantage_condition,has_attackers_advantage,inflicts_prone,phase2_ac_deviation_contribution,phase2_attack_deviation_contribution,phase2_dpr_deviation_contribution,phase2_save_dc_deviation_contribution,phase2_has_advantage_condition_contribution,phase2_has_disadvantage_condition_contribution,phase2_has_attackers_advantage_contribution,phase2_inflicts_prone_contribution,phase2_total_contribution,has_legendary_resistance_scaled,has_regeneration_scaled,vulnerability_count,legendary_actions_per_round,has_spellcasting,size_ordinal_deviation,has_grapple,inflicts_poisoned,inflicts_blinded,inflicts_charmed,inflicts_deafened,inflicts_frightened,inflicts_incapacitated,inflicts_paralyzed,inflicts_petrified,inflicts_restrained,inflicts_stunned,phase3_has_legendary_resistance_scaled,phase3_has_regeneration_scaled,phase3_vulnerability_count,phase3_legendary_actions_per_round,phase3_has_spellcasting,phase3_size_ordinal_deviation,phase3_has_grapple,phase3_inflicts_poisoned,phase3_inflicts_blinded,phase3_inflicts_charmed,phase3_inflicts_deafened,phase3_inflicts_frightened,phase3_inflicts_incapacitated,phase3_inflicts_paralyzed,phase3_inflicts_petrified,phase3_inflicts_restrained,phase3_inflicts_stunned,phase3_intercept,phase3_total_contribution
Guard,0.125,11,4.125,-6.875,-62.5,13.5,0.0,0.0,0,0,4.125,4.125,0.0,0.0,0.0,5.0,0.0,2.5,0.0,0,0,0,0,-7.5,-0.0,-1.875,-0.0,-0.0,0.0,0.0,-0.0,-9.375,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Noble,0.125,9,5.625,-3.375,-37.5,13.5,0.0,0.0,0,0,5.625,5.625,0.0,0.0,0.0,4.0,0.0,2.5,0.0,0,0,0,0,-6.0,-0.0,-1.875,-0.0,-0.0,0.0,0.0,-0.0,-7.875,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Flying Snake,0.125,5,-1.6151679247280812,-6.615167924728081,-132.30335849456162,13.5,0.0,0.0,0,0,-1.125,-0.28125,-0.0,-0.0,-0.84375,3.0,3.0,5.5,0.0,0,0,0,0,-4.5,-6.0,-4.125,-0.0,-0.0,0.0,0.0,-0.0,-14.625,-0.0,-0.0,0,0,0,-2.0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,-0.0,-1.3339179247280812,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-1.3339179247280812
Riding Horse,0.25,13,15.41695896236404,2.41695896236404,18.591992018184925,19.5,0.0,0.0,0,0,14.75,14.75,0.0,0.0,0.0,-1.0,2.0,3.0,0.0,0,0,0,0,1.5,-4.0,-2.25,-0.0,-0.0,0.0,0.0,-0.0,-4.75,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Grimlock,0.25,11,13.25,2.25,20.454545454545457,19.5,0.0,0.0,0,0,13.25,13.25,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0,0,0,0,-0.0,-4.0,-2.25,-0.0,-0.0,0.0,0.0,-0.0,-6.25,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Sprite,0.25,2,8.16608207527192,6.16608207527192,308.304103763596,19.5,0.0,0.0,3,0,9.5,9.5,0.0,0.0,0.0,7.0,3.0,-4.0,-1.0,0,0,0,0,-10.5,-6.0,3.0,3.5,-0.0,0.0,0.0,-0.0,-10.0,0.0,0.0,0,0,0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,-1.3339179247280812,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-1.3339179247280812
Violet Fungus,0.25,18,27.5,9.5,52.77777777777778,19.5,0.0,0.0,0,0,27.5,27.5,0.0,0.0,0.0,-6.0,-1.0,4.0,0.0,0,0,0,0,9.0,2.0,-3.0,-0.0,-0.0,0.0,0.0,-0.0,8.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Wolf,0.25,11,10.25,-0.75,-6.8181818181818175,19.5,0.0,0.0,0,1,10.25,10.25,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0,0,0,1,-3.0,-4.0,-1.5,-0.0,-0.0,0.0,0.0,-0.75,-9.25,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Drow,0.25,13,-0.044898932857909024,-13.044898932857908,-100.34537640659929,19.5,0.0,0.0,0,0,3.625,3.625,0.0,0.0,0.0,4.0,1.0,0.5,2.0,1,1,0,0,-6.0,-2.0,-0.375,-7.0,-1.5,1.0,0.0,-0.0,-15.875,0.0,0.0,0,0,1,0.0,0,1,0,1,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-3.669898932857909,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-3.669898932857909
Acolyte,0.25,9,15.205101067142092,6.205101067142092,68.94556741268991,19.5,0.0,0.0,0,0,18.875,18.875,0.0,0.0,0.0,-1.0,-0.5,-0.5,1.0,0,0,0,0,1.5,1.0,0.375,-3.5,-0.0,0.0,0.0,-0.0,-0.625,0.0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-3.669898932857909,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-3.669898932857909
Draft Horse,0.25,19,12.66695896236404,-6.33304103763596,-33.33179493492611,19.5,0.0,0.0,0,0,12.0,12.0,0.0,0.0,0.0,-1.0,3.0,4.0,0.0,0,0,0,0,1.5,-6.0,-3.0,-0.0,-0.0,0.0,0.0,-0.0,-7.5,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Giant Frog,0.25,18,11.006327927967135,-6.993672072032865,-38.85373373351592,19.5,0.0,3.333333333333333,0,0,16.625,16.625,0.0,0.0,0.0,0.0,0.0,2.833333333333333,0.0,0,0,0,1,-0.0,-0.0,-2.125,-0.0,-0.0,0.0,0.0,-0.75,-2.875,0.0,0.0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-5.618672072032866,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-5.618672072032866
Axe Beak,0.25,19,17.041958962364042,-1.958041037635958,-10.305479145452411,19.5,0.0,0.0,0,0,16.375,16.375,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0,0,0,0,-0.0,-2.0,-1.125,-0.0,-0.0,0.0,0.0,-0.0,-3.125,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Dretch,0.25,18,13.48929103763596,-4.51070896236404,-25.05949423535578,19.5,0.0,0.0,0,0,18.875,14.15625,4.71875,0.0,4.71875,0.0,-1.0,3.5,0.0,0,0,0,0,-0.0,2.0,-2.625,-0.0,-0.0,0.0,0.0,-0.0,-0.625,0.0,0.0,0,0,0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.6669589623640406
Flying Sword,0.25,17,9.45804103763596,-7.54195896236404,-44.364464484494356,19.5,0.0,0.0,0,0,10.125,10.125,0.0,0.0,0.0,6.0,0.0,0.5,0.0,0,0,0,0,-9.0,-0.0,-0.375,-0.0,-0.0,0.0,0.0,-0.0,-9.375,0.0,0.0,0,0,0,-1.0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.6669589623640406
Panther,0.25,13,10.0,-3.0,-23.076923076923077,19.5,0.0,1.8333333333333333,0,0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,2.333333333333333,1.0,0,0,0,1,-1.5,-2.0,-1.7499999999999998,-3.5,-0.0,0.0,0.0,-0.75,-9.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Pseudodragon,0.25,7,10.54108207527192,3.5410820752719196,50.58688678959885,19.5,0.0,0.0,2,0,11.875,11.875,0.0,0.0,0.0,4.0,1.0,-0.5,0.0,0,0,0,0,-6.0,-2.0,0.375,-0.0,-0.0,0.0,0.0,-0.0,-7.625,0.0,0.0,0,0,0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,-1.3339179247280812,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-1.3339179247280812
Giant Poisonous Snake,0.25,11,0.0,-11.0,-100.0,19.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,0,0,0,0,-4.5,-6.0,-9.0,-0.0,-0.0,0.0,0.0,-0.0,-19.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Giant Wolf Spider,0.25,11,5.729240009781748,-5.270759990218252,-47.91599991107502,19.5,0.0,0.0,0,0,11.625,11.625,0.0,0.0,0.0,2.0,0.0,6.5,0.0,0,0,0,0,-3.0,-0.0,-4.875,-0.0,-0.0,0.0,0.0,-0.0,-7.875,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-5.895759990218252,-0.0,0.0,0.0,0.0,-5.895759990218252
Zombie,0.25,22,24.375,2.375,10.795454545454545,19.5,0.0,0.0,0,0,24.375,24.375,0.0,0.0,0.0,-3.0,0.0,-0.5,0.0,0,0,0,0,4.5,-0.0,0.375,-0.0,-0.0,0.0,0.0,-0.0,4.875,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Steam Mephit,0.25,21,15.91314210477805,-5.08685789522195,-24.22313283439024,19.5,0.0,3.6666666666666665,2,0,20.25,20.25,0.0,0.0,0.0,1.0,-1.0,3.666666666666666,-1.0,1,1,0,0,-1.5,2.0,-2.7499999999999996,3.5,-1.5,1.0,0.0,-0.0,0.7500000000000004,0.0,0.0,0,0,1,-1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-3.669898932857909,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-4.33685789522195
Swarm of Rats,0.25,24,16.125,-7.875,-32.8125,19.5,0.0,0.0,0,0,21.5,16.125,5.375,0.0,5.375,-1.0,-1.0,2.0,0.0,0,0,0,0,1.5,2.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,2.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Swarm of Bats,0.25,22,12.0,-10.0,-45.45454545454545,19.5,0.0,0.0,0,0,16.0,12.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0,0,0,0,-1.5,-2.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-3.5,0.0,0.0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Constrictor Snake,0.25,13,3.5419589623640406,-9.45804103763596,-72.75416182796891,19.5,0.0,0.0,1,0,2.875,2.875,0.0,0.0,0.0,2.0,1.0,1.5,3.0,0,0,0,0,-3.0,-2.0,-1.125,-10.5,-0.0,0.0,0.0,-0.0,-16.625,0.0,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,1,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Blink Dog,0.25,22,16.875,-5.125,-23.295454545454543,19.5,0.0,0.0,0,0,16.875,16.875,0.0,0.0,0.0,2.0,0.0,-0.5,0.0,0,0,0,0,-3.0,-0.0,0.375,-0.0,-0.0,0.0,0.0,-0.0,-2.625,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Boar,0.25,11,19.125,8.125,73.86363636363636,19.5,0.0,0.0,0,0,19.125,19.125,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0,0,0,1,-0.0,-0.0,0.375,-0.0,-0.0,0.0,0.0,-0.75,-0.375,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Swarm of Ravens,0.25,24,10.875,-13.125,-54.6875,19.5,0.0,0.0,0,0,14.5,10.875,3.625,0.0,3.625,1.0,1.0,2.0,0.0,0,0,0,0,-1.5,-2.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,-5.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Skeleton,0.25,13,9.44036082413999,-3.55963917586001,-27.381839814307767,19.5,0.0,0.0,0,0,14.125,14.125,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0,0,0,0,-3.0,-2.0,-0.375,-0.0,-0.0,0.0,0.0,-0.0,-5.375,0.0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-4.684639175860011,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-4.684639175860011
Giant Owl,0.25,19,16.416958962364042,-2.583041037635958,-13.594952829662937,19.5,0.0,0.0,0,0,15.75,15.75,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0,0,0,0,-1.5,-0.0,-2.25,-0.0,-0.0,0.0,0.0,-0.0,-3.75,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Giant Lizard,0.25,19,15.54195896236404,-3.45804103763596,-18.200215987557684,19.5,0.0,0.0,0,0,14.875,14.875,0.0,0.0,0.0,1.0,1.0,1.5,0.0,0,0,0,0,-1.5,-2.0,-1.125,-0.0,-0.0,0.0,0.0,-0.0,-4.625,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Elk,0.25,13,7.66695896236404,-5.33304103763596,-41.023392597199695,19.5,0.0,0.0,0,0,7.0,7.0,0.0,0.0,0.0,-1.0,2.0,3.0,2.0,0,0,0,1,1.5,-4.0,-2.25,-7.0,-0.0,0.0,0.0,-0.75,-12.5,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Giant Bat,0.25,22,14.79195896236404,-7.20804103763596,-32.763822898345275,19.5,0.0,0.0,0,0,14.125,14.125,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0,0,0,0,-3.0,-2.0,-0.375,-0.0,-0.0,0.0,0.0,-0.0,-5.375,0.0,0.0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Giant Badger,0.25,13,16.875,3.875,29.807692307692307,19.5,0.0,0.0,0,0,16.875,16.875,0.0,0.0,0.0,-1.0,0.0,5.5,0.0,0,0,0,0,1.5,-0.0,-4.125,-0.0,-0.0,0.0,0.0,-0.0,-2.625,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Giant Centipede,0.25,4,0.43728104741770757,-3.5627189525822924,-89.0679738145573,19.5,0.0,0.0,0,0,7.0,7.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0,0,0,0,-3.0,-2.0,-7.5,-0.0,-0.0,0.0,0.0,-0.0,-12.5,0.0,0.0,0,0,0,-1.0,0,1,0,0,0,0,0,1,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-5.895759990218252,-0.0,0.0,0.0,0.0,-6.562718952582292
Goblin,0.25,7,-1.3857089623640406,-8.38570896236404,-119.79584231948628,19.5,0.0,0.0,4,4,-2.875,-0.71875,-0.0,-0.0,-2.15625,8.0,5.0,0.5,0.0,0,0,0,0,-12.0,-10.0,-0.375,-0.0,-0.0,0.0,0.0,-0.0,-22.375,-0.0,-0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0,-0.0,-0.0,-0.0,-0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.6669589623640406
Satyr,0.5,31,26.125,-4.875,-15.725806451612904,33.0,0.0,0.0,2,0,26.125,26.125,0.0,0.0,0.0,4.0,1.0,-1.5,0.0,0,0,0,0,-6.0,-2.0,1.125,-0.0,-0.0,0.0,0.0,-0.0,-6.875,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Sahuagin,0.5,22,27.75,5.75,26.136363636363637,33.0,0.0,0.0,0,4,27.75,27.75,0.0,0.0,0.0,0.0,3.0,-1.0,0.0,0,0,0,0,-0.0,-6.0,0.75,-0.0,-0.0,0.0,0.0,-0.0,-5.25,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Swarm of Centipedes,0.5,22,19.229240009781748,-2.7707599902182523,-12.594363591901148,33.0,0.0,0.0,0,0,33.5,25.125,8.375,0.0,8.375,0.0,-1.0,2.0,0.0,0,0,0,0,-0.0,2.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-5.895759990218252,-0.0,0.0,0.0,0.0,-5.895759990218252
Swarm of Wasps,0.5,22,25.125,3.125,14.204545454545455,33.0,0.0,0.0,0,0,33.5,25.125,8.375,0.0,8.375,0.0,-1.0,2.0,0.0,0,0,0,0,-0.0,2.0,-1.5,-0.0,-0.0,0.0,0.0,-0.0,0.5,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Orc,0.5,15,26.875,11.875,79.16666666666666,33.0,0.0,2.0,0,0,26.875,26.875,0.0,0.0,0.0,1.0,1.0,3.5,0.0,0,0,0,0,-1.5,-2.0,-2.625,-0.0,-0.0,0.0,0.0,-0.0,-6.125,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Hobgoblin,0.5,11,22.625,11.625,105.68181818181819,33.0,0.0,7.0,0,0,22.625,22.625,0.0,0.0,0.0,6.0,-1.0,4.5,0.0,0,0,0,0,-9.0,2.0,-3.375,-0.0,-0.0,0.0,0.0,-0.0,-10.375,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Rust Monster,0.5,27,37.375,10.375,38.425925925925924,33.0,0.0,0.0,0,0,37.375,37.375,0.0,0.0,0.0,2.0,-1.0,-2.5,-1.0,0,0,0,0,-3.0,2.0,1.875,3.5,-0.0,0.0,0.0,-0.0,4.375,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Reef Shark,0.5,22,32.125,10.125,46.02272727272727,33.0,0.0,0.0,0,1,32.125,32.125,0.0,0.0,0.0,0.0,1.0,-1.5,0.0,0,0,0,0,-0.0,-2.0,1.125,-0.0,-0.0,0.0,0.0,-0.0,-0.875,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Giant Sea Horse,0.5,16,39.54195896236404,23.541958962364042,147.13724351477526,33.0,0.0,0.0,0,0,38.875,38.875,0.0,0.0,0.0,1.0,-1.0,-3.5,-1.0,0,0,0,1,-1.5,2.0,2.625,3.5,-0.0,0.0,0.0,-0.75,5.875,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Giant Wasp,0.5,13,24.604240009781748,11.604240009781748,89.26338469062884,33.0,0.0,0.0,0,0,30.5,30.5,0.0,0.0,0.0,0.0,0.0,8.0,-1.0,0,0,0,0,-0.0,-0.0,-6.0,3.5,-0.0,0.0,0.0,-0.0,-2.5,0.0,0.0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-5.895759990218252,-0.0,0.0,0.0,0.0,-5.895759990218252
Ape,0.5,19,27.25,8.25,43.42105263157895,33.0,0.0,0.0,0,0,27.25,27.25,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,0,0,0,-0.0,-2.0,-3.75,-0.0,-0.0,0.0,0.0,-0.0,-5.75,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Giant Goat,0.5,19,28.916958962364042,9.916958962364042,52.19452085454759,33.0,0.0,0.0,0,0,28.25,28.25,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0,0,0,1,1.5,-2.0,-0.0,-3.5,-0.0,0.0,0.0,-0.75,-4.75,0.0,0.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.6669589623640406,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.6669589623640406
Gnoll,0.5,22,28.875,6.875,31.25,33.0,0.0,2.0,0,0,28.875,28.875,0.0,0.0,0.0,3.0,0.0,-0.5,0.0,0,0,0,0,-4.5,-0.0,0.375,-0.0,-0.0,0.0,0.0,-0.0,-4.125,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
Gray Ooze,0.5,22,28.78125,6.78125,30.823863636363637,33.0,0.0,0.0,0,0,38.375,28.78125,9.59375,0.0,9.59375,-4.0,-1.0,3.5,0.0,0,0,0,0,6.0,2.0,-2.625,-0.0,-0.0,0.0,0.0,-0.0,5.375,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
