Name,cr_numeric,HP,AC,boss_score,lieutenant_score,minion_score,solo_challenge_score,enhanced_version_score,brute_score,tank_score,skirmisher_score,spellcaster_score,controller_score,ambusher_score,swarm_score,archetypes,family_position,family_size
Giant Frog,0.25,18 (4d8),11,0.0,0.0,0.0,0.7,0.0,0.2,0.2,0.2,0.0,0.6,0.0,0.0,"Solo Challenge, Controller",solo,1
Giant Goat,0.5,19 (3d10+3),11 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,Standard,solo,1
Giant Hyena,1.0,45 (6d10+12),12,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.3,0.0,0.0,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Giant Insect,0.0,30,15 (plus the spell's level; base included),0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.8,0.0,0.3,0.0,0.0,"Brute, Tank, Skirmisher, Controller",solo,1
Giant Lizard,0.25,19 (3d10+3),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Giant Octopus,1.0,52 (8d10+8),11,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.4,0.4,0.0,"Brute, Tank, Controller, Ambusher",solo,1
Giant Owl,0.25,19 (3d10+3),12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Giant Poisonous Snake,0.25,11 (2d8+2),14,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,"Brute, Skirmisher",solo,1
Giant Rat,0.125,7 (2d6),12,0.2,0.3,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Brute, Tank",solo,1
Giant Scorpion,3.0,52 (7d10+14),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,Skirmisher,solo,1
Giant Sea Horse,0.5,16 (3d10),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.0,0.0,Skirmisher,solo,1
Giant Seahorse,0.5,16 (3d10),14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Giant Shark,5.0,126 (11d12+55),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Giant Spider,1.0,26 (4d10+4),14 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.7,0.0,0.0,"Brute, Controller",solo,1
Giant Toad,1.0,39 (6d10+6),11,0.0,0.0,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.0,"Solo Challenge, Brute, Controller",solo,1
Giant Venomous Snake,0.25,11 (2d8 + 2),14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Giant Vulture,1.0,22 (3d10+6),10,0.2,0.3,0.5,0.0,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Brute, Skirmisher",solo,1
Giant Wasp,0.5,13 (3d8),12,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.5,0.0,0.2,0.0,0.0,"Brute, Skirmisher",solo,1
Giant Weasel,0.125,9 (2d8),13,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Giant Wolf Spider,0.25,11 (2d8+2),13,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.5,0.0,0.0,"Brute, Skirmisher, Controller",solo,1
Gibbering Mouther,2.0,67 (9d8+27),9,0.0,0.0,0.0,0.4,0.0,0.5,0.8999999999999999,0.2,0.0,0.5,0.0,0.0,"Solo Challenge, Brute, Tank, Controller",solo,1
Glabrezu,9.0,157 (15d10+75),17 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.5,0.0,0.0,"Spellcaster, Controller",solo,1
Gladiator,5.0,112 (15d8+45),"16 (Studded Leather, Shield)",0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.4,0.0,0.0,"Skirmisher, Controller",solo,1
Gnoll,0.5,22 (5d8),"15 (Hide Armor, Shield)",0.0,0.0,0.5,0.0,0.0,0.0,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,"Minion, Tank",minion,2
Gnoll Warrior,0.5,27 (6d8),15,0.4,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,"Boss, Tank",boss,2
Goat,0.0,4 (1d8),10,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.2,0.0,0.0,"Brute, Tank",solo,1
Goblin,0.25,7 (2d6),"15 (Leather Armor, Shield)",0.0,0.0,0.5,0.0,0.0,0.3,0.8999999999999999,0.2,0.0,0.0,0.0,0.0,"Minion, Brute, Tank",minion,3
Goblin Boss,1.0,21 (6d6),17,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,"Boss, Tank, Skirmisher",boss,3
Goblin Minion,0.125,7 (2d6),12,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Goblin Warrior,0.25,10 (3d6),15,0.0,0.5,0.0,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,"Lieutenant, Tank, Skirmisher",lieutenant,3
Gold Dragon Wyrmling,3.0,60 (8d8+24),17 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.0,0.6000000000000001,0.5,0.0,0.0,0.0,0.0,"Solo Challenge, Tank, Skirmisher",solo,1
Gorgon,5.0,114 (12d10+48),19 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.0,0.6000000000000001,0.4,0.0,0.4,0.0,0.0,"Solo Challenge, Tank, Skirmisher, Controller",solo,1
Gray Ooze,0.5,22 (3d8+9),8,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.4,0.0,0.0,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Green Dragon Wyrmling,2.0,38 (7d8+7),17 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,"Solo Challenge, Tank, Skirmisher",solo,1
Green Hag,3.0,82 (11d8+33),17 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.5,0.8999999999999999,0.2,0.6,0.0,0.4,0.0,"Lieutenant, Brute, Tank, Spellcaster, Ambusher",solo,1
Grick,2.0,27 (6d8),14 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.4,0.0,"Brute, Ambusher",solo,1
Griffon,2.0,59 (7d10+21),12,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.3,0.0,0.0,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Grimlock,0.25,11 (2d8+2),11,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.0,Ambusher,solo,1
Guard,0.125,11 (2d8+2),"16 (Chain Shirt, Shield)",0.0,0.0,0.5,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,"Minion, Tank, Skirmisher",minion,2
Guard Captain,4.0,75 (10d8 + 30),18,0.4,0.4,0.0,0.0,0.0,0.5,0.4,0.2,0.0,0.0,0.0,0.0,"Boss, Lieutenant, Brute, Tank",boss,2
Guardian Naga,10.0,127 (15d10+45),18 (Natural Armor),0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.9,0.0,0.0,0.0,"Brute, Skirmisher, Spellcaster",solo,1
Gynosphinx,11.0,136 (16d10+48),17 (Natural Armor),1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.9,0.3,0.0,0.0,"Boss, Skirmisher, Spellcaster, Controller",solo,1
Half-Dragon,5.0,105 (14d8 + 42),18,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,"Solo Challenge, Tank, Skirmisher",solo,1
Half-Red Dragon Veteran,5.0,65 (10d8+20),18 (plate),0.0,0.4,0.0,0.4,0.0,0.2,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,"Lieutenant, Solo Challenge, Tank",solo,1
Harpy,1.0,38 (7d8+7),11,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.2,0.0,0.0,"Brute, Skirmisher",solo,1
Hawk,0.0,1 (1d4-1),13,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Hell Hound,3.0,45 (7d8+14),15 (Natural Armor),0.2,0.3,0.5,0.4,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Solo Challenge, Skirmisher",solo,1
Hezrou,8.0,136 (13d10+65),16 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Hill Giant,5.0,105 (10d12+40),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,Brute,solo,1
Hippogriff,1.0,19 (3d10+3),11,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,"Brute, Skirmisher",solo,1
Hippopotamus,4.0,82 (11d10 + 22),14,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Brute,solo,1
Hobgoblin,0.5,11 (2d8+2),"18 (Chain Mail, Shield)",0.2,0.3,0.5,0.0,0.0,0.0,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Tank, Skirmisher",minion,3
Hobgoblin Captain,3.0,58 (9d8 + 18),17,0.6000000000000001,0.7,0.0,0.0,0.0,0.5,0.4,0.2,0.0,0.0,0.0,0.0,"Boss, Lieutenant, Brute, Tank",boss,3
Hobgoblin Warrior,0.5,11 (2d8 + 2),18,0.2,0.8,0.5,0.0,0.0,0.3,0.4,0.4,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Brute, Tank, Skirmisher",lieutenant,3
Homunculus,0.0,5 (2d4),13 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,"Lieutenant, Brute, Tank, Skirmisher",solo,1
Horned Devil,11.0,178 (17d10+85),18 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.3,0.0,0.0,"Skirmisher, Controller",solo,1
Hunter Shark,2.0,45 (6d10+12),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Hydra,8.0,172 (15d12+75),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.6,0.0,0.0,Controller,solo,1
Hyena,0.0,5 (1d8+1),11,0.2,0.3,0.5,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Brute, Tank, Skirmisher",solo,1
Ice Devil,14.0,180 (19d10+76),18 (Natural Armor),0.2,0.3,0.0,0.3,0.0,0.2,0.0,0.2,0.0,0.3,0.0,0.0,"Lieutenant, Solo Challenge, Controller",solo,1
Ice Mephit,0.5,21 (6d6),11,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.5,0.6,0.3,0.0,0.0,"Solo Challenge, Skirmisher, Spellcaster, Controller",solo,1
Imp,1.0,10 (3d4+3),13,0.2,0.3,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.3,0.4,0.0,"Lieutenant, Brute, Skirmisher, Controller, Ambusher",solo,1
Incubus,4.0,66 (12d8 + 12),15 (Natural Armor),0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.0,0.0,"Boss, Lieutenant, Skirmisher",solo,1
Invisible Stalker,6.0,104 (16d8+32),14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.4,0.0,"Skirmisher, Ambusher",solo,1
Iron Golem,16.0,210 (20d10+100),20 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.2,0.4,0.4,0.0,0.0,0.0,0.0,"Solo Challenge, Tank, Skirmisher",solo,1
Jackal,0.0,3 (1d6),12,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,"Lieutenant, Minion",solo,1
Killer Whale,3.0,90 (12d12+12),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.3,0.0,0.0,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Knight,3.0,52 (8d8+16),18 (Plate),0.6000000000000001,0.4,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.2,0.0,0.0,"Boss, Lieutenant, Tank",boss,2
Kobold,0.125,5 (2d6-2),12,0.2,0.3,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Brute, Tank",minion,2
Kobold Warrior,0.125,7 (3d6 - 3),14,0.6000000000000001,0.3,0.5,0.0,0.0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,"Boss, Lieutenant, Minion, Brute, Tank",boss,2
Kraken,23.0,472 (27d20+189),18 (Natural Armor),1.0,0.3,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.8999999999999999,0.0,0.0,"Boss, Lieutenant, Brute, Controller",solo,1
Lamia,4.0,97 (13d10+26),13 (Natural Armor),0.2,0.3,0.0,0.0,0.0,1.0,0.3,0.0,0.6,0.0,0.0,0.0,"Lieutenant, Brute, Tank, Spellcaster",solo,1
Lemure,0.0,13 (3d8),7,0.0,0.0,0.0,0.0,0.0,0.2,0.6000000000000001,0.4,0.0,0.3,0.0,0.0,"Tank, Skirmisher, Controller",solo,1
Lich,21.0,135 (18d8+54),17 (Natural Armor),1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.9,0.2,0.0,0.0,"Boss, Brute, Spellcaster",solo,1
Lion,1.0,26 (4d10+4),12,0.2,0.3,0.5,0.3,0.0,0.2,0.2,0.3,0.0,0.2,0.0,0.0,"Lieutenant, Minion, Solo Challenge, Skirmisher",solo,1
Lizard,0.0,2 (1d4),10,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,Brute,solo,1
Lizardfolk,0.5,22 (4d8+4),"15 (Natural Armor, Shield)",0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,Tank,solo,1
Mage,6.0,40 (9d8),12 (15 With Mage Armor),0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.9,0.0,0.0,0.0,"Brute, Spellcaster",solo,1
Magma Mephit,0.5,22 (5d6+5),11,0.2,0.3,0.0,0.4,0.0,0.2,0.2,0.3,0.6,0.0,0.0,0.0,"Lieutenant, Solo Challenge, Skirmisher, Spellcaster",solo,1
Magmin,0.5,9 (2d6+2),14 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.3,0.5,0.2,0.0,0.0,0.0,0.0,"Solo Challenge, Brute, Tank",solo,1
Mammoth,6.0,126 (11d12+55),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,Standard,solo,1
Manticore,3.0,68 (8d10+24),14 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Marilith,16.0,189 (18d10+90),18 (Natural Armor),0.2,0.3,0.0,0.3,0.0,0.4,0.2,0.2,0.0,0.4,0.0,0.0,"Lieutenant, Solo Challenge, Brute, Controller",solo,1
Mastiff,0.125,5 (1d8+1),12,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.2,0.0,0.0,"Brute, Tank",solo,1
Medusa,6.0,127 (17d8+51),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.4,0.0,"Brute, Ambusher",solo,1
Merfolk,0.125,11 (2d8+2),11,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,Brute,solo,1
Merfolk Skirmisher,0.125,11 (2d8 + 2),11,0.4,0.3,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,"Boss, Lieutenant, Brute",solo,1
Merrow,2.0,45 (6d10+12),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Brute,solo,1
Mimic,2.0,58 (9d8+18),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.2,0.0,0.0,"Brute, Tank",solo,1
Minotaur,3.0,76 (9d10+27),14 (Natural Armor),0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.2,0.0,0.0,"Solo Challenge, Brute, Tank, Skirmisher",solo,1
Minotaur Skeleton,2.0,67 (9d10+18),12 (Natural Armor),0.0,0.0,0.0,0.3,0.0,0.6,0.3,0.0,0.0,0.2,0.0,0.0,"Solo Challenge, Brute, Tank",solo,1
Minotaur of Baphomet,3.0,85 (10d10 + 30),14,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.2,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Mule,0.125,11 (2d8+2),10,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,Standard,solo,1
Mummy,3.0,58 (9d8+18),11 (Natural Armor),0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,"Minion, Brute, Controller",minion,2
Mummy Lord,15.0,97 (13d8+39),17 (Natural Armor),1.0,0.0,0.0,0.0,0.0,0.7,0.5,0.0,0.9,0.4,0.0,0.0,"Boss, Brute, Tank, Spellcaster, Controller",boss,2
Nalfeshnee,13.0,184 (16d10+96),18 (Natural Armor),0.2,0.3,0.0,0.3,0.0,0.5,0.0,0.3,0.0,0.2,0.0,0.0,"Lieutenant, Solo Challenge, Brute, Skirmisher",solo,1
Night Hag,5.0,112 (15d8+45),17 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.0,0.0,0.0,"Lieutenant, Skirmisher, Spellcaster",solo,1
Nightmare,3.0,68 (8d10+24),13 (Natural Armor),0.2,0.3,0.0,0.4,0.0,0.3,0.3,0.6,0.0,0.0,0.0,0.0,"Lieutenant, Solo Challenge, Brute, Tank, Skirmisher",solo,1
Noble,0.125,9 (2d8),15 (Breastplate),0.2,0.0,0.0,0.0,0.0,0.3,0.8999999999999999,0.2,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Nothic,2.0,45 (6d8 + 18),15,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,Brute,solo,1
Ochre Jelly,2.0,45 (6d10+12),8,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,Tank,solo,1
Octopus,0.0,3 (1d6),12,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.4,0.0,"Skirmisher, Ambusher",solo,1
Ogre,2.0,59 (7d10+21),11 (Hide Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Ogre Zombie,2.0,85 (9d10+36),8,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.2,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Oni,7.0,110 (13d10+39),16 (Chain Mail),0.2,0.3,0.0,0.0,0.0,0.0,0.2,0.5,0.6,0.3,0.0,0.0,"Lieutenant, Skirmisher, Spellcaster, Controller",solo,1
Orc,0.5,15 (2d8+6),13 (Hide Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Otherworldly Steed,0.0,25,12 (plus 1 per spell level; base included),0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Otyugh,5.0,114 (12d10+48),14 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.6,0.0,0.0,"Lieutenant, Controller",solo,1
Owl,0.0,1 (1d4-1),11,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Owlbear,3.0,59 (7d10+21),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,"Brute, Skirmisher",solo,1
Panther,0.25,13 (3d8),12,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.2,0.0,0.0,Skirmisher,solo,1
Pegasus,2.0,59 (7d10+21),12,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.6,0.0,0.0,0.0,0.0,"Brute, Tank, Skirmisher",solo,1
Phase Spider,3.0,32 (5d10+5),13 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.5,0.0,0.0,"Lieutenant, Brute, Controller",solo,1
Piranha,0.0,1 (1d4 - 1),13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Pirate,1.0,33 (6d8 + 6),14,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,Minion,minion,2
Pirate Captain,6.0,84 (13d8 + 26),17,0.4,0.4,0.0,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,"Boss, Lieutenant, Brute, Tank",boss,2
Pit Fiend,20.0,300 (24d10+168),19 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,0.6,0.2,0.0,0.0,"Brute, Skirmisher, Spellcaster",solo,1
Planetar,16.0,200 (16d10+112),19 (Natural Armor),0.4,0.3,0.0,0.0,0.0,0.0,0.2,0.5,0.6,0.0,0.0,0.0,"Boss, Lieutenant, Skirmisher, Spellcaster",solo,1
Plesiosaurus,2.0,68 (8d10+24),13 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0.0,0.0,"Brute, Tank",solo,1
Poisonous Snake,0.125,2 (1d4),13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Polar Bear,2.0,42 (5d10+15),12 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,"Brute, Skirmisher",solo,1
Pony,0.125,11 (2d8+2),10,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Priest,2.0,27 (5d8+5),13 (Chain Shirt),0.4,0.3,0.0,0.0,0.0,0.2,0.2,0.0,0.9,0.0,0.0,0.0,"Boss, Lieutenant, Spellcaster",solo,1
Priest Acolyte,0.25,11 (2d8 + 2),13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Pseudodragon,0.25,7 (2d4+2),13,0.2,0.3,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.0,"Lieutenant, Brute, Tank, Skirmisher",solo,1
Pteranodon,0.25,13 (3d8),13,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Purple Worm,15.0,247 (15d20+90),18 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.8,0.3,0.3,0.0,0.4,0.0,0.0,"Solo Challenge, Brute, Tank, Skirmisher, Controller",solo,1
Quasit,1.0,7 (3d4),13,0.2,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.2,0.4,0.0,"Lieutenant, Brute, Tank, Ambusher",solo,1
Quipper,0.0,1 (1d4-1),13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Rakshasa,13.0,110 (13d8+52),16 (Natural Armor),0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.6,0.0,0.0,0.0,Spellcaster,solo,1
Rat,0.0,1 (1d4-1),10,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,Brute,solo,1
Raven,0.0,1 (1d4-1),12,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Red Dragon Wyrmling,4.0,75 (10d8+30),17 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,"Solo Challenge, Skirmisher",solo,1
Reef Shark,0.5,22 (4d8+4),12 (Natural Armor),0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,"Lieutenant, Minion, Skirmisher",solo,1
Remorhaz,11.0,195 (17d12+85),17 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,"Solo Challenge, Controller",solo,1
Rhinoceros,2.0,45 (6d10+12),11 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,Brute,solo,1
Riding Horse,0.25,13 (2d10+2),10,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,Skirmisher,solo,1
Roc,11.0,248 (16d20+80),15 (Natural Armor),0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.0,0.4,0.0,0.0,"Brute, Tank, Skirmisher, Controller",solo,1
Roper,5.0,93 (11d10+33),20 (Natural Armor),0.0,0.0,0.0,0.3,0.0,0.5,0.8999999999999999,0.2,0.0,0.4,0.0,0.0,"Solo Challenge, Brute, Tank, Controller",solo,1
Rug of Smothering,2.0,33 (6d10),12,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.0,"Brute, Controller",solo,1
Rust Monster,0.5,27 (5d8+5),14 (Natural Armor),0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,Solo Challenge,solo,1
Saber-Toothed Tiger,2.0,52 (7d10 + 14),12,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,Standard,solo,1
Sahuagin,0.5,22 (4d8+4),12 (Natural Armor),0.2,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lieutenant, Minion",minion,2
Sahuagin Warrior,0.5,22 (4d8 + 4),12,0.6000000000000001,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,"Boss, Lieutenant",boss,2
Salamander,5.0,90 (12d10+24),15 (Natural Armor),0.2,0.3,0.0,0.0,0.0,0.8,0.3,0.0,0.0,0.4,0.0,0.0,"Lieutenant, Brute, Tank, Controller",solo,1
Satyr,0.5,31 (7d8),14 (Leather Armor),0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,Standard,solo,1
Scorpion,0.0,1 (1d4-1),11 (Natural Armor),0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,Brute,solo,1
